student_id,subject,exam_type,marks_obtained,max_marks,grade,academic_year,semester,institution_id
4,Physical Education,UNIT_TEST_1,90.7,100.0,A+,2024-2025,Semester 1,1
4,Physical Education,UNIT_TEST_1,90.34,100.0,A+,2023-2024,Semester 1,1
5,Mathematics,FINAL,92.02,100.0,A+,2024-2025,Semester 2,1
5,Science,MID_TERM,86.09,100.0,A,2024-2025,Semester 1,1
5,English,FINAL,92.86,100.0,A+,2024-2025,Semester 2,1
5,Hindi,UNIT_TEST_2,88.35,100.0,A,2024-2025,Semester 2,1
5,Social Studies,UNIT_TEST_2,92.7,100.0,A+,2024-2025,Semester 2,1
5,Computer Science,FINAL,91.17,100.0,A+,2024-2025,Semester 2,1
5,Physical Education,UNIT_TEST_2,91.89,100.0,A+,2024-2025,Semester 2,1
6,Mathematics,UNIT_TEST_1,94.46,100.0,A+,2024-2025,Semester 1,1
6,Mathematics,UNIT_TEST_1,95.51,100.0,A+,2023-2024,Semester 1,1
6,Science,UNIT_TEST_2,99.8,100.0,A+,2024-2025,Semester 2,1
6,Science,UNIT_TEST_2,91.24,100.0,A+,2023-2024,Semester 2,1
6,English,UNIT_TEST_1,90.43,100.0,A+,2024-2025,Semester 1,1
6,English,UNIT_TEST_1,91.04,100.0,A+,2023-2024,Semester 1,1
6,Hindi,UNIT_TEST_1,87.91,100.0,A,2024-2025,Semester 1,1
6,Hindi,UNIT_TEST_1,88.22,100.0,A,2023-2024,Semester 1,1
6,Social Studies,FINAL,94.31,100.0,A+,2024-2025,Semester 2,1
6,Social Studies,FINAL,94.45,100.0,A+,2023-2024,Semester 2,1
6,Computer Science,MID_TERM,99.98,100.0,A+,2024-2025,Semester 1,1
6,Computer Science,MID_TERM,95.76,100.0,A+,2023-2024,Semester 1,1
6,Physical Education,MID_TERM,90.76,100.0,A+,2024-2025,Semester 1,1
6,Physical Education,MID_TERM,87.2,100.0,A,2023-2024,Semester 1,1
7,Mathematics,UNIT_TEST_2,95.17,100.0,A+,2024-2025,Semester 2,1
7,Mathematics,UNIT_TEST_2,85.74,100.0,A,2023-2024,Semester 2,1
7,Science,MID_TERM,89.79,100.0,A,2024-2025,Semester 1,1
7,Science,MID_TERM,90.5,100.0,A+,2023-2024,Semester 1,1
7,English,UNIT_TEST_1,89.89,100.0,A,2024-2025,Semester 1,1
7,English,UNIT_TEST_1,95.35,100.0,A+,2023-2024,Semester 1,1
7,Hindi,FINAL,87.15,100.0,A,2024-2025,Semester 2,1
7,Hindi,FINAL,100,100.0,A+,2023-2024,Semester 2,1
7,Social Studies,UNIT_TEST_2,91.2,100.0,A+,2024-2025,Semester 2,1
7,Social Studies,UNIT_TEST_2,100,100.0,A+,2023-2024,Semester 2,1
7,Computer Science,UNIT_TEST_1,94.38,100.0,A+,2024-2025,Semester 1,1
7,Computer Science,UNIT_TEST_1,100,100.0,A+,2023-2024,Semester 1,1
7,Physical Education,FINAL,92.04,100.0,A+,2024-2025,Semester 2,1
7,Physical Education,FINAL,91.96,100.0,A+,2023-2024,Semester 2,1
8,Mathematics,FINAL,99.55,100.0,A+,2024-2025,Semester 2,1
8,Science,MID_TERM,90.14,100.0,A+,2024-2025,Semester 1,1
8,English,MID_TERM,91.6,100.0,A+,2024-2025,Semester 1,1
8,Hindi,MID_TERM,88.2,100.0,A,2024-2025,Semester 1,1
8,Social Studies,MID_TERM,90.59,100.0,A+,2024-2025,Semester 1,1
8,Computer Science,UNIT_TEST_2,82.78,100.0,A,2024-2025,Semester 2,1
8,Physical Education,UNIT_TEST_1,81.52,100.0,A,2024-2025,Semester 1,1
9,Mathematics,UNIT_TEST_1,85.45,100.0,A,2024-2025,Semester 1,1
9,Science,MID_TERM,93.69,100.0,A+,2024-2025,Semester 1,1
9,English,UNIT_TEST_1,98.09,100.0,A+,2024-2025,Semester 1,1
9,Hindi,UNIT_TEST_2,87.66,100.0,A,2024-2025,Semester 2,1
9,Social Studies,FINAL,81.75,100.0,A,2024-2025,Semester 2,1
9,Computer Science,UNIT_TEST_1,89.46,100.0,A,2024-2025,Semester 1,1
9,Physical Education,MID_TERM,90.04,100.0,A+,2024-2025,Semester 1,1
10,Mathematics,UNIT_TEST_2,94.43,100.0,A+,2024-2025,Semester 2,1
10,Science,FINAL,100,100.0,A+,2024-2025,Semester 2,1
10,English,UNIT_TEST_1,92.48,100.0,A+,2024-2025,Semester 1,1
10,Hindi,FINAL,94.52,100.0,A+,2024-2025,Semester 2,1
10,Social Studies,UNIT_TEST_2,100,100.0,A+,2024-2025,Semester 2,1
10,Computer Science,UNIT_TEST_1,95.08,100.0,A+,2024-2025,Semester 1,1
10,Physical Education,UNIT_TEST_2,100,100.0,A+,2024-2025,Semester 2,1
11,Mathematics,MID_TERM,94.83,100.0,A+,2024-2025,Semester 1,1
11,Science,MID_TERM,99.69,100.0,A+,2024-2025,Semester 1,1
11,English,UNIT_TEST_2,100,100.0,A+,2024-2025,Semester 2,1
11,Hindi,FINAL,88.01,100.0,A,2024-2025,Semester 2,1
11,Social Studies,UNIT_TEST_2,97.28,100.0,A+,2024-2025,Semester 2,1
11,Computer Science,MID_TERM,92.06,100.0,A+,2024-2025,Semester 1,1
11,Physical Education,UNIT_TEST_1,89.62,100.0,A,2024-2025,Semester 1,1
12,Mathematics,UNIT_TEST_1,86.93,100.0,A,2024-2025,Semester 1,2
12,Mathematics,UNIT_TEST_1,91.09,100.0,A+,2023-2024,Semester 1,2
12,Science,UNIT_TEST_1,97.14,100.0,A+,2024-2025,Semester 1,2
12,Science,UNIT_TEST_1,88.49,100.0,A,2023-2024,Semester 1,2
12,English,FINAL,94.84,100.0,A+,2024-2025,Semester 2,2
12,English,FINAL,97.2,100.0,A+,2023-2024,Semester 2,2
12,Hindi,UNIT_TEST_1,91.28,100.0,A+,2024-2025,Semester 1,2
12,Hindi,UNIT_TEST_1,94.21,100.0,A+,2023-2024,Semester 1,2
12,Social Studies,UNIT_TEST_2,95.71,100.0,A+,2024-2025,Semester 2,2
12,Social Studies,UNIT_TEST_2,91.0,100.0,A+,2023-2024,Semester 2,2
12,Computer Science,UNIT_TEST_1,92.46,100.0,A+,2024-2025,Semester 1,2
12,Computer Science,UNIT_TEST_1,94.87,100.0,A+,2023-2024,Semester 1,2
12,Physical Education,UNIT_TEST_2,94.31,100.0,A+,2024-2025,Semester 2,2
12,Physical Education,UNIT_TEST_2,88.35,100.0,A,2023-2024,Semester 2,2
13,Mathematics,UNIT_TEST_2,91.55,100.0,A+,2024-2025,Semester 2,2
13,Mathematics,UNIT_TEST_2,90.14,100.0,A+,2023-2024,Semester 2,2
13,Science,UNIT_TEST_2,90.99,100.0,A+,2024-2025,Semester 2,2
13,Science,UNIT_TEST_2,88.24,100.0,A,2023-2024,Semester 2,2
13,English,UNIT_TEST_1,100,100.0,A+,2024-2025,Semester 1,2
13,English,UNIT_TEST_1,96.72,100.0,A+,2023-2024,Semester 1,2
13,Hindi,UNIT_TEST_1,89.37,100.0,A,2024-2025,Semester 1,2
13,Hindi,UNIT_TEST_1,93.36,100.0,A+,2023-2024,Semester 1,2
13,Social Studies,UNIT_TEST_2,93.01,100.0,A+,2024-2025,Semester 2,2
13,Social Studies,UNIT_TEST_2,86.35,100.0,A,2023-2024,Semester 2,2
13,Computer Science,MID_TERM,96.01,100.0,A+,2024-2025,Semester 1,2
13,Computer Science,MID_TERM,93.63,100.0,A+,2023-2024,Semester 1,2
13,Physical Education,UNIT_TEST_2,85.2,100.0,A,2024-2025,Semester 2,2
13,Physical Education,UNIT_TEST_2,94.88,100.0,A+,2023-2024,Semester 2,2
14,Mathematics,UNIT_TEST_2,82.12,100.0,A,2024-2025,Semester 2,2
14,Science,UNIT_TEST_1,92.61,100.0,A+,2024-2025,Semester 1,2
14,English,FINAL,92.49,100.0,A+,2024-2025,Semester 2,2
14,Hindi,FINAL,88.48,100.0,A,2024-2025,Semester 2,2
14,Social Studies,MID_TERM,96.52,100.0,A+,2024-2025,Semester 1,2
14,Computer Science,FINAL,96.61,100.0,A+,2024-2025,Semester 2,2
14,Physical Education,UNIT_TEST_1,96.76,100.0,A+,2024-2025,Semester 1,2
15,Mathematics,UNIT_TEST_2,91.57,100.0,A+,2024-2025,Semester 2,2
15,Mathematics,UNIT_TEST_2,92.47,100.0,A+,2023-2024,Semester 2,2
15,Science,MID_TERM,82.52,100.0,A,2024-2025,Semester 1,2
15,Science,MID_TERM,91.58,100.0,A+,2023-2024,Semester 1,2
15,English,UNIT_TEST_2,93.12,100.0,A+,2024-2025,Semester 2,2
15,English,UNIT_TEST_2,95.15,100.0,A+,2023-2024,Semester 2,2
15,Hindi,UNIT_TEST_2,94.11,100.0,A+,2024-2025,Semester 2,2
15,Hindi,UNIT_TEST_2,97.27,100.0,A+,2023-2024,Semester 2,2
15,Social Studies,UNIT_TEST_2,95.86,100.0,A+,2024-2025,Semester 2,2
15,Social Studies,UNIT_TEST_2,86.82,100.0,A,2023-2024,Semester 2,2
15,Computer Science,UNIT_TEST_2,90.88,100.0,A+,2024-2025,Semester 2,2
15,Computer Science,UNIT_TEST_2,94.07,100.0,A+,2023-2024,Semester 2,2
15,Physical Education,UNIT_TEST_1,98.25,100.0,A+,2024-2025,Semester 1,2
15,Physical Education,UNIT_TEST_1,88.56,100.0,A,2023-2024,Semester 1,2
16,Mathematics,UNIT_TEST_1,83.51,100.0,A,2024-2025,Semester 1,2
16,Science,UNIT_TEST_1,93.03,100.0,A+,2024-2025,Semester 1,2
16,English,UNIT_TEST_1,90.73,100.0,A+,2024-2025,Semester 1,2
16,Hindi,FINAL,93.49,100.0,A+,2024-2025,Semester 2,2
16,Social Studies,UNIT_TEST_1,84.51,100.0,A,2024-2025,Semester 1,2
16,Computer Science,FINAL,83.89,100.0,A,2024-2025,Semester 2,2
16,Physical Education,FINAL,96.77,100.0,A+,2024-2025,Semester 2,2
17,Mathematics,UNIT_TEST_1,100,100.0,A+,2024-2025,Semester 1,2
17,Science,FINAL,98.06,100.0,A+,2024-2025,Semester 2,2
17,English,FINAL,82.83,100.0,A,2024-2025,Semester 2,2
17,Hindi,FINAL,90.74,100.0,A+,2024-2025,Semester 2,2
17,Social Studies,MID_TERM,95.49,100.0,A+,2024-2025,Semester 1,2
17,Computer Science,UNIT_TEST_1,99.61,100.0,A+,2024-2025,Semester 1,2
17,Physical Education,UNIT_TEST_1,99.01,100.0,A+,2024-2025,Semester 1,2
18,Mathematics,FINAL,95.71,100.0,A+,2024-2025,Semester 2,2
18,Science,MID_TERM,91.46,100.0,A+,2024-2025,Semester 1,2
18,English,FINAL,92.13,100.0,A+,2024-2025,Semester 2,2
18,Hindi,MID_TERM,99.04,100.0,A+,2024-2025,Semester 1,2
18,Social Studies,MID_TERM,93.91,100.0,A+,2024-2025,Semester 1,2
18,Computer Science,UNIT_TEST_2,83.36,100.0,A,2024-2025,Semester 2,2
18,Physical Education,FINAL,95.41,100.0,A+,2024-2025,Semester 2,2
19,Mathematics,UNIT_TEST_2,99.12,100.0,A+,2024-2025,Semester 2,2
19,Science,MID_TERM,97.83,100.0,A+,2024-2025,Semester 1,2
19,English,UNIT_TEST_1,88.85,100.0,A,2024-2025,Semester 1,2
19,Hindi,UNIT_TEST_1,88.61,100.0,A,2024-2025,Semester 1,2
19,Social Studies,FINAL,94.6,100.0,A+,2024-2025,Semester 2,2
19,Computer Science,FINAL,92.04,100.0,A+,2024-2025,Semester 2,2
19,Physical Education,FINAL,87.82,100.0,A,2024-2025,Semester 2,2
20,Mathematics,FINAL,86.98,100.0,A,2024-2025,Semester 2,2
20,Mathematics,FINAL,93.04,100.0,A+,2023-2024,Semester 2,2
20,Science,UNIT_TEST_2,89.67,100.0,A,2024-2025,Semester 2,2
20,Science,UNIT_TEST_2,94.12,100.0,A+,2023-2024,Semester 2,2
20,English,FINAL,100,100.0,A+,2024-2025,Semester 2,2
20,English,FINAL,96.94,100.0,A+,2023-2024,Semester 2,2
20,Hindi,UNIT_TEST_2,94.04,100.0,A+,2024-2025,Semester 2,2
20,Hindi,UNIT_TEST_2,90.99,100.0,A+,2023-2024,Semester 2,2
20,Social Studies,UNIT_TEST_1,87.68,100.0,A,2024-2025,Semester 1,2
20,Social Studies,UNIT_TEST_1,90.71,100.0,A+,2023-2024,Semester 1,2
20,Computer Science,FINAL,91.74,100.0,A+,2024-2025,Semester 2,2
20,Computer Science,FINAL,83.45,100.0,A,2023-2024,Semester 2,2
20,Physical Education,MID_TERM,89.84,100.0,A,2024-2025,Semester 1,2
20,Physical Education,MID_TERM,90.34,100.0,A+,2023-2024,Semester 1,2
21,Mathematics,UNIT_TEST_2,91.08,100.0,A+,2024-2025,Semester 2,2
21,Science,MID_TERM,96.52,100.0,A+,2024-2025,Semester 1,2
21,English,FINAL,94.38,100.0,A+,2024-2025,Semester 2,2
21,Hindi,UNIT_TEST_1,89.31,100.0,A,2024-2025,Semester 1,2
21,Social Studies,UNIT_TEST_2,90.86,100.0,A+,2024-2025,Semester 2,2
21,Computer Science,MID_TERM,93.78,100.0,A+,2024-2025,Semester 1,2
21,Physical Education,FINAL,85.92,100.0,A,2024-2025,Semester 2,2
22,Mathematics,UNIT_TEST_1,93.98,100.0,A+,2024-2025,Semester 1,2
22,Mathematics,UNIT_TEST_1,84.67,100.0,A,2023-2024,Semester 1,2
22,Science,UNIT_TEST_1,92.01,100.0,A+,2024-2025,Semester 1,2
22,Science,UNIT_TEST_1,85.35,100.0,A,2023-2024,Semester 1,2
22,English,UNIT_TEST_2,95.7,100.0,A+,2024-2025,Semester 2,2
22,English,UNIT_TEST_2,86.47,100.0,A,2023-2024,Semester 2,2
22,Hindi,UNIT_TEST_1,88.64,100.0,A,2024-2025,Semester 1,2
22,Hindi,UNIT_TEST_1,100,100.0,A+,2023-2024,Semester 1,2
22,Social Studies,UNIT_TEST_1,89.71,100.0,A,2024-2025,Semester 1,2
22,Social Studies,UNIT_TEST_1,93.72,100.0,A+,2023-2024,Semester 1,2
22,Computer Science,FINAL,91.43,100.0,A+,2024-2025,Semester 2,2
22,Computer Science,FINAL,97.04,100.0,A+,2023-2024,Semester 2,2
22,Physical Education,UNIT_TEST_1,96.1,100.0,A+,2024-2025,Semester 1,2
22,Physical Education,UNIT_TEST_1,95.55,100.0,A+,2023-2024,Semester 1,2
23,Mathematics,MID_TERM,98.6,100.0,A+,2024-2025,Semester 1,3
23,Mathematics,MID_TERM,95.47,100.0,A+,2023-2024,Semester 1,3
23,Science,UNIT_TEST_1,100,100.0,A+,2024-2025,Semester 1,3
23,Science,UNIT_TEST_1,92.78,100.0,A+,2023-2024,Semester 1,3
23,English,UNIT_TEST_1,99.3,100.0,A+,2024-2025,Semester 1,3
23,English,UNIT_TEST_1,91.49,100.0,A+,2023-2024,Semester 1,3
23,Hindi,UNIT_TEST_2,92.55,100.0,A+,2024-2025,Semester 2,3
23,Hindi,UNIT_TEST_2,93.34,100.0,A+,2023-2024,Semester 2,3
23,Social Studies,UNIT_TEST_1,94.02,100.0,A+,2024-2025,Semester 1,3
23,Social Studies,UNIT_TEST_1,83.71,100.0,A,2023-2024,Semester 1,3
23,Computer Science,UNIT_TEST_1,98.95,100.0,A+,2024-2025,Semester 1,3
23,Computer Science,UNIT_TEST_1,88.62,100.0,A,2023-2024,Semester 1,3
23,Physical Education,UNIT_TEST_2,100,100.0,A+,2024-2025,Semester 2,3
23,Physical Education,UNIT_TEST_2,86.96,100.0,A,2023-2024,Semester 2,3
24,Mathematics,UNIT_TEST_1,88.91,100.0,A,2024-2025,Semester 1,3
24,Science,UNIT_TEST_1,95.08,100.0,A+,2024-2025,Semester 1,3
24,English,FINAL,85.92,100.0,A,2024-2025,Semester 2,3
24,Hindi,UNIT_TEST_2,84.74,100.0,A,2024-2025,Semester 2,3
24,Social Studies,UNIT_TEST_2,88.24,100.0,A,2024-2025,Semester 2,3
24,Computer Science,UNIT_TEST_1,89.29,100.0,A,2024-2025,Semester 1,3
24,Physical Education,MID_TERM,93.6,100.0,A+,2024-2025,Semester 1,3
25,Mathematics,UNIT_TEST_2,91.53,100.0,A+,2024-2025,Semester 2,3
25,Science,FINAL,90.58,100.0,A+,2024-2025,Semester 2,3
25,English,UNIT_TEST_1,89.43,100.0,A,2024-2025,Semester 1,3
25,Hindi,UNIT_TEST_2,84.42,100.0,A,2024-2025,Semester 2,3
25,Social Studies,FINAL,92.2,100.0,A+,2024-2025,Semester 2,3
25,Computer Science,UNIT_TEST_2,86.08,100.0,A,2024-2025,Semester 2,3
25,Physical Education,UNIT_TEST_1,86.44,100.0,A,2024-2025,Semester 1,3
26,Mathematics,MID_TERM,91.79,100.0,A+,2024-2025,Semester 1,3
26,Mathematics,MID_TERM,91.75,100.0,A+,2023-2024,Semester 1,3
26,Science,FINAL,82.16,100.0,A,2024-2025,Semester 2,3
26,Science,FINAL,91.97,100.0,A+,2023-2024,Semester 2,3
26,English,FINAL,99.86,100.0,A+,2024-2025,Semester 2,3
26,English,FINAL,91.95,100.0,A+,2023-2024,Semester 2,3
26,Hindi,MID_TERM,86.24,100.0,A,2024-2025,Semester 1,3
26,Hindi,MID_TERM,87.64,100.0,A,2023-2024,Semester 1,3
26,Social Studies,FINAL,85.4,100.0,A,2024-2025,Semester 2,3
26,Social Studies,FINAL,96.11,100.0,A+,2023-2024,Semester 2,3
26,Computer Science,MID_TERM,83.33,100.0,A,2024-2025,Semester 1,3
26,Computer Science,MID_TERM,95.37,100.0,A+,2023-2024,Semester 1,3
26,Physical Education,MID_TERM,94.46,100.0,A+,2024-2025,Semester 1,3
26,Physical Education,MID_TERM,91.64,100.0,A+,2023-2024,Semester 1,3
27,Mathematics,UNIT_TEST_1,91.34,100.0,A+,2024-2025,Semester 1,3
27,Mathematics,UNIT_TEST_1,92.28,100.0,A+,2023-2024,Semester 1,3
27,Science,UNIT_TEST_1,93.29,100.0,A+,2024-2025,Semester 1,3
27,Science,UNIT_TEST_1,96.72,100.0,A+,2023-2024,Semester 1,3
27,English,MID_TERM,84.18,100.0,A,2024-2025,Semester 1,3
27,English,MID_TERM,85.66,100.0,A,2023-2024,Semester 1,3
27,Hindi,UNIT_TEST_1,94.33,100.0,A+,2024-2025,Semester 1,3
27,Hindi,UNIT_TEST_1,96.37,100.0,A+,2023-2024,Semester 1,3
27,Social Studies,UNIT_TEST_1,89.9,100.0,A,2024-2025,Semester 1,3
27,Social Studies,UNIT_TEST_1,93.18,100.0,A+,2023-2024,Semester 1,3
27,Computer Science,UNIT_TEST_1,92.12,100.0,A+,2024-2025,Semester 1,3
27,Computer Science,UNIT_TEST_1,91.23,100.0,A+,2023-2024,Semester 1,3
27,Physical Education,MID_TERM,90.37,100.0,A+,2024-2025,Semester 1,3
27,Physical Education,MID_TERM,94.58,100.0,A+,2023-2024,Semester 1,3
28,Mathematics,FINAL,96.49,100.0,A+,2024-2025,Semester 2,3
28,Mathematics,FINAL,87.11,100.0,A,2023-2024,Semester 2,3
28,Science,UNIT_TEST_1,87.0,100.0,A,2024-2025,Semester 1,3
28,Science,UNIT_TEST_1,92.26,100.0,A+,2023-2024,Semester 1,3
28,English,UNIT_TEST_1,94.35,100.0,A+,2024-2025,Semester 1,3
28,English,UNIT_TEST_1,88.44,100.0,A,2023-2024,Semester 1,3
28,Hindi,FINAL,94.51,100.0,A+,2024-2025,Semester 2,3
28,Hindi,FINAL,93.37,100.0,A+,2023-2024,Semester 2,3
28,Social Studies,UNIT_TEST_1,99.2,100.0,A+,2024-2025,Semester 1,3
28,Social Studies,UNIT_TEST_1,95.2,100.0,A+,2023-2024,Semester 1,3
28,Computer Science,UNIT_TEST_1,93.44,100.0,A+,2024-2025,Semester 1,3
28,Computer Science,UNIT_TEST_1,89.94,100.0,A,2023-2024,Semester 1,3
28,Physical Education,UNIT_TEST_1,83.39,100.0,A,2024-2025,Semester 1,3
28,Physical Education,UNIT_TEST_1,80.57,100.0,A,2023-2024,Semester 1,3
29,Mathematics,UNIT_TEST_1,83.71,100.0,A,2024-2025,Semester 1,3
29,Science,UNIT_TEST_2,92.86,100.0,A+,2024-2025,Semester 2,3
29,English,UNIT_TEST_1,92.39,100.0,A+,2024-2025,Semester 1,3
29,Hindi,MID_TERM,84.07,100.0,A,2024-2025,Semester 1,3
29,Social Studies,MID_TERM,84.89,100.0,A,2024-2025,Semester 1,3
29,Computer Science,MID_TERM,94.39,100.0,A+,2024-2025,Semester 1,3
29,Physical Education,UNIT_TEST_1,93.3,100.0,A+,2024-2025,Semester 1,3
30,Mathematics,FINAL,97.98,100.0,A+,2024-2025,Semester 2,3
30,Mathematics,FINAL,88.88,100.0,A,2023-2024,Semester 2,3
30,Science,UNIT_TEST_1,90.74,100.0,A+,2024-2025,Semester 1,3
30,Science,UNIT_TEST_1,99.07,100.0,A+,2023-2024,Semester 1,3
30,English,MID_TERM,95.2,100.0,A+,2024-2025,Semester 1,3
30,English,MID_TERM,84.31,100.0,A,2023-2024,Semester 1,3
30,Hindi,UNIT_TEST_2,92.3,100.0,A+,2024-2025,Semester 2,3
30,Hindi,UNIT_TEST_2,98.22,100.0,A+,2023-2024,Semester 2,3
30,Social Studies,UNIT_TEST_1,88.19,100.0,A,2024-2025,Semester 1,3
30,Social Studies,UNIT_TEST_1,88.92,100.0,A,2023-2024,Semester 1,3
30,Computer Science,FINAL,90.75,100.0,A+,2024-2025,Semester 2,3
30,Computer Science,FINAL,90.67,100.0,A+,2023-2024,Semester 2,3
30,Physical Education,FINAL,100,100.0,A+,2024-2025,Semester 2,3
30,Physical Education,FINAL,97.0,100.0,A+,2023-2024,Semester 2,3
31,Mathematics,FINAL,84.12,100.0,A,2024-2025,Semester 2,3
31,Science,MID_TERM,86.82,100.0,A,2024-2025,Semester 1,3
31,English,MID_TERM,89.07,100.0,A,2024-2025,Semester 1,3
31,Hindi,FINAL,92.62,100.0,A+,2024-2025,Semester 2,3
31,Social Studies,FINAL,90.8,100.0,A+,2024-2025,Semester 2,3
31,Computer Science,MID_TERM,97.32,100.0,A+,2024-2025,Semester 1,3
31,Physical Education,UNIT_TEST_2,87.94,100.0,A,2024-2025,Semester 2,3
32,Mathematics,UNIT_TEST_2,95.92,100.0,A+,2024-2025,Semester 2,3
32,Mathematics,UNIT_TEST_2,96.86,100.0,A+,2023-2024,Semester 2,3
32,Science,FINAL,92.61,100.0,A+,2024-2025,Semester 2,3
32,Science,FINAL,85.83,100.0,A,2023-2024,Semester 2,3
32,English,UNIT_TEST_2,90.53,100.0,A+,2024-2025,Semester 2,3
32,English,UNIT_TEST_2,86.65,100.0,A,2023-2024,Semester 2,3
32,Hindi,UNIT_TEST_1,93.24,100.0,A+,2024-2025,Semester 1,3
32,Hindi,UNIT_TEST_1,88.04,100.0,A,2023-2024,Semester 1,3
32,Social Studies,UNIT_TEST_1,98.86,100.0,A+,2024-2025,Semester 1,3
32,Social Studies,UNIT_TEST_1,100,100.0,A+,2023-2024,Semester 1,3
32,Computer Science,FINAL,92.26,100.0,A+,2024-2025,Semester 2,3
32,Computer Science,FINAL,100,100.0,A+,2023-2024,Semester 2,3
32,Physical Education,FINAL,86.66,100.0,A,2024-2025,Semester 2,3
32,Physical Education,FINAL,86.74,100.0,A,2023-2024,Semester 2,3
33,Mathematics,UNIT_TEST_2,100,100.0,A+,2024-2025,Semester 2,3
33,Mathematics,UNIT_TEST_2,94.71,100.0,A+,2023-2024,Semester 2,3
33,Science,FINAL,90.77,100.0,A+,2024-2025,Semester 2,3
33,Science,FINAL,87.44,100.0,A,2023-2024,Semester 2,3
33,English,UNIT_TEST_1,98.4,100.0,A+,2024-2025,Semester 1,3
33,English,UNIT_TEST_1,85.34,100.0,A,2023-2024,Semester 1,3
33,Hindi,FINAL,82.72,100.0,A,2024-2025,Semester 2,3
33,Hindi,FINAL,100,100.0,A+,2023-2024,Semester 2,3
33,Social Studies,FINAL,93.97,100.0,A+,2024-2025,Semester 2,3
33,Social Studies,FINAL,91.61,100.0,A+,2023-2024,Semester 2,3
33,Computer Science,UNIT_TEST_1,97.5,100.0,A+,2024-2025,Semester 1,3
33,Computer Science,UNIT_TEST_1,82.14,100.0,A,2023-2024,Semester 1,3
33,Physical Education,FINAL,84.63,100.0,A,2024-2025,Semester 2,3
33,Physical Education,FINAL,92.94,100.0,A+,2023-2024,Semester 2,3
34,Mathematics,MID_TERM,84.87,100.0,A,2024-2025,Semester 1,4
34,Science,UNIT_TEST_1,93.83,100.0,A+,2024-2025,Semester 1,4
34,English,MID_TERM,88.65,100.0,A,2024-2025,Semester 1,4
34,Hindi,MID_TERM,93.64,100.0,A+,2024-2025,Semester 1,4
